Time,Num,AvgCPU,AvgMEM,C1CPU,CIMEM,...
05:22:27,5,6.31,0.73,1.19,0.74,0.86,0.75,12.87,0.66,15.41,0.74,1.22,0.74
05:22:29,5,11.29,0.73,13.98,0.74,4.95,0.75,12.91,0.66,18.18,0.74,6.45,0.74
05:22:32,5,9.63,0.73,14.70,0.74,3.73,0.75,4.10,0.66,23.14,0.75,2.47,0.74
05:22:34,5,9.43,0.73,3.53,0.74,10.85,0.75,4.17,0.66,25.25,0.74,3.35,0.74
05:22:36,5,9.44,0.73,13.65,0.74,8.76,0.75,3.61,0.66,16.67,0.74,4.51,0.74
05:22:38,5,5.34,0.73,9.28,0.74,0.89,0.75,0.90,0.66,14.63,0.74,0.99,0.74
05:22:40,5,5.48,0.73,0.93,0.74,1.50,0.75,1.03,0.66,23.81,0.74,0.13,0.74
05:22:43,5,19.44,0.73,38.47,0.74,8.86,0.75,8.88,0.66,29.56,0.75,11.42,0.74
05:22:45,5,11.42,0.73,8.04,0.74,21.68,0.75,5.44,0.66,15.43,0.75,6.50,0.74
05:22:47,5,9.37,0.73,5.21,0.74,8.93,0.75,4.68,0.66,27.43,0.75,0.62,0.74
05:22:49,5,10.30,0.73,3.54,0.74,3.44,0.75,13.37,0.66,27.65,0.75,3.50,0.74
05:22:51,5,9.04,0.73,3.27,0.74,13.42,0.75,7.93,0.66,16.43,0.75,4.13,0.74
05:22:53,5,6.94,0.73,1.16,0.74,14.25,0.75,1.62,0.66,16.32,0.75,1.36,0.74
05:22:56,5,5.08,0.73,0.94,0.74,0.68,0.75,11.01,0.67,11.61,0.75,1.16,0.74
05:22:58,5,6.31,0.73,1.74,0.74,1.54,0.75,1.96,0.67,16.56,0.75,9.76,0.74
05:23:00,5,12.29,0.73,5.19,0.74,5.13,0.75,22.76,0.67,22.19,0.75,6.17,0.74
05:23:02,5,7.00,0.73,2.06,0.74,6.40,0.75,8.30,0.67,15.20,0.75,3.04,0.74
05:23:05,5,7.31,0.73,1.44,0.74,14.34,0.75,1.90,0.67,17.20,0.75,1.65,0.74
05:23:07,5,6.02,0.73,12.14,0.74,1.01,0.75,1.04,0.67,14.74,0.75,1.18,0.74
